,Player,enterYear,retireYear,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,OWS,DWS,WS,OBPM,DBPM,BPM,VORP,TS%,3PAr,FTr,WS/48,FG%,3P%,2P%,eFG%,FT%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,MP_PG,FG_PG,FGA_PG,3P_PG,3PA_PG,2P_PG,2PA_PG,FT_PG,FTA_PG,ORB_PG,DRB_PG,TRB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG
2367,Larry Fogle,1976,1976,SG,2,0,14,1,5,0,0,1,5,0,0,1,2,3,0,1,0,0,4,2,-0.5,-0.1,0.0,0.0,-12.2,-2.7,-14.9,0.0,0.2,,0.0,-0.163,0.2,,0.2,0.2,,0.072,0.149,0.11,0.0,0.033,0.0,,,7.0,0.5,2.5,0.0,0.0,0.5,2.5,0.0,0.0,0.5,1.0,1.5,0.0,0.5,0.0,0.0,2.0,1.0
2368,Larry Foust,1951,1962,C,817,0,21890,3814,9414,0,0,3814,9414,3570,4816,0,0,8041,1368,0,0,0,2909,11198,19.5,4.4,2.3,6.7,,,,,0.488,,0.508,0.164,0.408,,0.408,0.408,0.746,,,,,,,,,26.8,4.7,11.5,0.0,0.0,4.7,11.5,4.4,5.9,0.0,0.0,9.8,1.7,0.0,0.0,0.0,3.6,13.7
2369,Larry Friend,1958,1958,SG,44,0,569,74,226,0,0,74,226,27,41,0,0,106,47,0,0,0,54,175,7.7,-0.7,0.3,-0.4,,,,,0.359,,0.181,-0.033,0.327,,0.327,0.327,0.659,,,,,,,,,12.9,1.7,5.1,0.0,0.0,1.7,5.1,0.6,0.9,0.0,0.0,2.4,1.1,0.0,0.0,0.0,1.2,4.0
2370,Larry Hennessy,1956,1957,SG,74,0,817,141,422,0,0,141,422,49,64,0,0,94,73,0,0,0,65,331,8.6,-0.8,0.3,-0.4,,,,,0.366,,0.157,-0.052,0.332,,0.332,0.332,0.766,,,,,,,,,11.0,1.9,5.7,0.0,0.0,1.9,5.7,0.7,0.9,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0.9,4.5
2371,Larry Hughes,1999,2012,PG,977,639,29306,4863,12091,738,2347,4125,9744,2882,3786,929,2990,3919,2932,1430,329,2011,2141,13346,13.2,0.4,1.4,1.8,-1.2,-0.2,-1.4,0.5,0.474,0.227,0.295,0.048,0.388,0.296,0.406,0.424,0.761,0.032,0.114,0.072,0.164,0.024,0.008,0.138,0.23,30.0,5.0,12.4,0.8,2.4,4.2,10.0,2.9,3.9,1.0,3.1,4.0,3.0,1.5,0.3,2.1,2.2,13.7
2372,Larry Johnson,1978,2001,PF,711,699,25723,4404,9099,367,1104,4037,7995,2281,2980,1795,3510,5305,2305,520,260,1438,1896,11456,15.2,4.0,2.3,6.3,0.9,0.9,1.8,2.6,0.516,0.138,0.305,0.108,0.456,0.304,0.476,0.477,0.696,0.075,0.149,0.113,0.151,0.015,0.009,0.129,0.2,36.2,6.2,12.8,0.5,1.6,5.7,11.2,3.2,4.2,2.5,4.9,7.5,3.2,0.7,0.4,2.0,2.7,16.1
2373,Larry Jones,1965,1974,PG,95,0,2235,310,775,0,0,310,775,234,287,71,113,241,270,85,18,0,162,854,11.0,0.6,0.7,1.3,-0.9,-0.6,-1.5,0.3,0.435,,0.359,0.014,0.365,,0.365,0.365,0.775,0.035,0.06,0.047,0.161,0.02,0.005,,,23.5,3.3,8.2,0.0,0.0,3.3,8.2,2.5,3.0,0.7,1.2,2.5,2.8,0.9,0.2,0.0,1.7,9.0
2374,Larry Kenon,1977,1983,PF,551,44,16287,3683,7550,1,11,3682,7539,1448,1820,1428,2661,4089,1326,698,164,1148,1142,8815,13.8,2.1,1.6,3.7,-0.9,-1.0,-1.9,1.2,0.494,0.002,0.216,0.067,0.462,0.037,0.463,0.462,0.749,0.091,0.148,0.121,0.09,0.017,0.004,0.154,0.202,29.6,6.7,13.7,0.0,0.0,6.7,13.7,2.6,3.3,2.6,4.8,7.4,2.4,1.3,0.3,2.1,2.1,16.0
2375,Larry Krystkowiak,1987,1997,PF,420,134,9097,1294,2830,5,36,1289,2794,832,1046,643,1408,2051,513,264,62,522,1048,3425,12.7,0.7,1.0,1.7,-1.7,0.8,-0.9,-0.0,0.51,0.01,0.433,0.096,0.45,0.059,0.454,0.451,0.768,0.089,0.187,0.138,0.122,0.022,0.004,0.159,0.169,21.7,3.1,6.7,0.0,0.1,3.1,6.7,2.0,2.5,1.5,3.4,4.9,1.2,0.6,0.1,1.2,2.5,8.2
2376,Larry McNeill,1974,1979,PF,367,0,6264,1124,2431,0,0,1124,2431,900,1138,585,1132,1717,278,211,91,138,848,3148,16.6,1.0,0.6,1.6,-0.6,-2.8,-3.4,0.0,0.536,,0.571,0.124,0.437,,0.437,0.437,0.817,0.095,0.185,0.139,0.06,0.014,0.006,0.152,0.216,17.1,3.1,6.6,0.0,0.0,3.1,6.6,2.5,3.1,1.6,3.1,4.7,0.8,0.6,0.2,0.4,2.3,8.6
2377,Larry Micheaux,1984,1985,PF,153,0,1462,231,404,0,6,231,398,79,125,164,235,399,79,61,53,93,196,541,14.9,0.5,0.6,1.0,-0.5,1.5,1.0,0.3,0.579,0.011,0.352,0.138,0.554,0.0,0.561,0.554,0.643,0.125,0.185,0.154,0.074,0.021,0.021,0.166,0.146,9.6,1.5,2.6,0.0,0.0,1.5,2.6,0.5,0.8,1.1,1.5,2.6,0.5,0.4,0.3,0.6,1.3,3.5
2378,Larry Mikan,1971,1971,SF,53,0,536,62,186,0,0,62,186,34,55,0,0,139,41,0,0,0,56,158,8.4,-1.0,0.2,-0.8,,,,,0.376,,0.296,-0.073,0.333,,0.333,0.333,0.618,,,0.125,0.106,,,,,10.1,1.2,3.5,0.0,0.0,1.2,3.5,0.6,1.0,0.0,0.0,2.6,0.8,0.0,0.0,0.0,1.1,3.0
2379,Larry Moffett,1978,1978,SF,20,0,110,5,17,0,0,5,17,6,10,10,11,21,7,2,2,8,16,16,4.0,-0.1,0.0,-0.1,-4.4,-0.2,-4.7,-0.1,0.374,,0.588,-0.042,0.294,,0.294,0.294,0.6,0.094,0.109,0.101,0.075,0.009,0.01,0.272,0.107,5.5,0.2,0.8,0.0,0.0,0.2,0.8,0.3,0.5,0.5,0.6,1.1,0.3,0.1,0.1,0.4,0.8,0.8
2380,Larry Nance,1982,2017,PF,1113,884,35788,7205,13245,21,107,7184,13138,3334,4409,2713,5927,8640,2740,1071,2249,1963,3218,17765,19.1,4.3,2.9,7.2,1.3,2.1,3.4,3.1,0.579,0.012,0.324,0.159,0.538,0.212,0.542,0.54,0.75,0.088,0.185,0.137,0.113,0.015,0.036,0.116,0.198,32.2,6.5,11.9,0.0,0.1,6.5,11.8,3.0,4.0,2.4,5.3,7.8,2.5,1.0,2.0,1.8,2.9,16.0
2381,Larry Owens,2011,2012,SF,31,0,361,34,75,14,31,20,44,11,22,4,39,43,20,18,11,12,46,93,10.0,0.0,0.1,0.1,-1.9,0.6,-1.3,0.0,0.549,0.436,0.376,0.083,0.449,0.424,0.478,0.54,0.523,0.012,0.135,0.073,0.076,0.025,0.018,0.102,0.116,11.6,1.1,2.4,0.5,1.0,0.6,1.4,0.4,0.7,0.1,1.3,1.4,0.6,0.6,0.4,0.4,1.5,3.0
2382,Larry Robinson,1991,2002,SG,159,22,2259,282,732,94,251,188,481,80,117,113,192,305,153,100,7,118,202,738,2.5,0.0,0.1,0.2,-7.7,-1.7,-9.5,-0.0,0.425,0.256,0.164,-0.171,0.361,0.251,0.342,0.41,0.675,0.079,0.099,0.089,0.1,0.021,0.002,0.207,0.244,14.2,1.8,4.6,0.6,1.6,1.2,3.0,0.5,0.7,0.7,1.2,1.9,1.0,0.6,0.0,0.7,1.3,4.6
2383,Larry Sanders,2011,2017,C,238,113,4635,669,1395,0,5,669,1390,182,329,475,870,1345,174,152,429,224,666,1520,13.1,0.3,1.4,1.7,-4.3,2.8,-1.5,0.5,0.472,0.003,0.29,0.073,0.436,0.0,0.437,0.436,0.604,0.135,0.18,0.156,0.049,0.021,0.067,0.158,0.18,19.5,2.8,5.9,0.0,0.0,2.8,5.8,0.8,1.4,2.0,3.7,5.7,0.7,0.6,1.8,0.9,2.8,6.4
2384,Larry Siegfried,1964,1972,PG,581,0,14190,2192,5371,0,0,2192,5371,1694,1982,0,0,1609,2022,0,0,0,1360,6078,11.9,1.1,1.9,3.0,,,,,0.465,,0.353,0.092,0.388,,0.388,0.388,0.848,,,0.039,0.176,,,,,24.4,3.8,9.2,0.0,0.0,3.8,9.2,2.9,3.4,0.0,0.0,2.8,3.5,0.0,0.0,0.0,2.3,10.5
2385,Larry Smith,1981,1993,PF,883,525,22879,2519,4743,0,7,2519,4736,866,1630,3401,4724,8125,941,699,457,1280,2966,5904,11.8,1.6,2.0,3.6,-1.0,1.2,0.2,1.2,0.525,0.003,0.301,0.09,0.521,0.0,0.522,0.521,0.462,0.157,0.227,0.191,0.053,0.014,0.011,0.21,0.112,25.9,2.9,5.4,0.0,0.0,2.9,5.4,1.0,1.8,3.9,5.3,9.2,1.1,0.8,0.5,1.4,3.4,6.7
2386,Larry Spriggs,1982,1986,SF,169,39,2202,341,659,0,6,341,653,191,254,125,259,384,218,80,28,209,338,873,11.9,0.2,0.5,0.7,-2.2,-0.4,-2.6,0.1,0.548,0.007,0.362,0.058,0.516,0.0,0.52,0.516,0.595,0.063,0.138,0.101,0.124,0.018,0.01,0.199,0.195,13.0,2.0,3.9,0.0,0.0,2.0,3.9,1.1,1.5,0.7,1.5,2.3,1.3,0.5,0.2,1.2,2.0,5.2
2387,Larry Staverman,1959,1964,PF,325,0,4054,572,1231,0,0,572,1231,358,458,0,0,1195,283,0,0,0,695,1502,12.6,0.9,0.2,1.1,,,,,0.525,,0.374,0.1,0.464,,0.464,0.464,0.8,,,,,,,,,12.5,1.8,3.8,0.0,0.0,1.8,3.8,1.1,1.4,0.0,0.0,3.7,0.9,0.0,0.0,0.0,2.1,4.6
2388,Larry Steele,1972,1980,SF,610,0,14777,2020,4180,0,4,2020,4176,969,1218,428,917,1781,1719,846,96,195,1832,5009,12.4,1.7,1.5,3.1,-0.3,0.5,0.1,1.2,0.524,0.027,0.282,0.088,0.478,0.0,0.479,0.478,0.797,0.037,0.077,0.062,0.155,0.03,0.004,0.146,0.181,24.2,3.3,6.9,0.0,0.0,3.3,6.8,1.6,2.0,0.7,1.5,2.9,2.8,1.4,0.2,0.3,3.0,8.2
2389,Larry Stewart,1992,1997,SF,270,72,5415,765,1503,9,44,756,1459,466,619,444,633,1077,338,147,106,346,580,2005,12.7,1.0,0.9,2.0,-2.1,0.1,-2.0,0.3,0.539,0.036,0.56,0.08,0.467,0.061,0.477,0.471,0.724,0.08,0.147,0.112,0.087,0.019,0.016,0.155,0.167,20.1,2.8,5.6,0.0,0.2,2.8,5.4,1.7,2.3,1.6,2.3,4.0,1.3,0.5,0.4,1.3,2.1,7.4
2390,Larry Sykes,1996,1996,PF,1,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-21.0,-7.4,-28.3,0.0,,,,-0.397,,,,,,0.547,0.574,0.56,0.0,0.0,0.0,1.0,0.215,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2391,Larry Wright,1977,1982,PG,343,0,6834,1190,2558,6,23,1184,2535,438,564,177,373,550,1165,283,58,436,791,2824,7.9,0.8,1.0,1.8,-3.2,-1.4,-4.6,0.0,0.42,0.018,0.183,0.003,0.387,0.268,0.389,0.389,0.782,0.022,0.049,0.035,0.195,0.016,0.004,0.235,0.174,19.9,3.5,7.5,0.0,0.1,3.5,7.4,1.3,1.6,0.5,1.1,1.6,3.4,0.8,0.2,1.3,2.3,8.2
2392,Lars Hansen,1979,1979,C,15,0,205,29,57,0,0,29,57,18,31,22,37,59,14,1,1,9,28,76,13.6,0.4,0.3,0.6,-0.4,-0.7,-1.1,0.0,0.538,,0.544,0.149,0.509,,0.509,0.509,0.581,0.113,0.19,0.151,0.092,0.002,0.003,0.113,0.152,13.7,1.9,3.8,0.0,0.0,1.9,3.8,1.2,2.1,1.5,2.5,3.9,0.9,0.1,0.1,0.6,1.9,5.1
2393,Latrell Sprewell,1993,2005,SF,913,868,35270,6076,14294,1104,3272,4972,11022,3456,4298,770,2954,3724,3664,1294,399,2450,1689,16712,15.1,2.2,2.1,4.3,0.7,-0.4,0.2,1.7,0.512,0.221,0.303,0.074,0.423,0.322,0.45,0.459,0.8,0.026,0.095,0.061,0.177,0.019,0.007,0.129,0.242,38.6,6.7,15.7,1.2,3.6,5.4,12.1,3.8,4.7,0.8,3.2,4.1,4.0,1.4,0.4,2.7,1.8,18.3
2394,Lavor Postell,2001,2003,SG,61,0,446,59,176,11,44,48,132,66,83,11,34,45,13,12,2,35,28,195,8.7,-0.2,0.1,-0.1,-5.2,-3.5,-8.8,-0.2,0.462,0.233,0.461,-0.026,0.339,0.263,0.364,0.369,0.813,0.028,0.082,0.055,0.05,0.014,0.003,0.146,0.259,7.3,1.0,2.9,0.2,0.7,0.8,2.2,1.1,1.4,0.2,0.6,0.7,0.2,0.2,0.0,0.6,0.5,3.2
2395,Lavoy Allen,2012,2017,PF,453,89,7977,962,2058,4,28,958,2030,222,327,834,1321,2155,455,144,247,301,832,2150,13.1,0.8,1.1,1.9,-2.4,1.2,-1.2,0.2,0.491,0.013,0.172,0.103,0.47,0.077,0.474,0.471,0.683,0.117,0.19,0.153,0.089,0.009,0.026,0.117,0.143,17.6,2.1,4.5,0.0,0.1,2.1,4.5,0.5,0.7,1.8,2.9,4.8,1.0,0.3,0.5,0.7,1.8,4.7
2396,Lawrence Boston,1980,1980,PF,13,0,125,24,52,0,0,24,52,8,13,19,20,39,2,4,2,8,25,56,12.6,0.1,0.1,0.2,-2.3,-2.4,-4.7,-0.1,0.485,0.0,0.25,0.075,0.462,,0.462,0.462,0.615,0.151,0.162,0.157,0.023,0.015,0.008,0.122,0.207,9.6,1.8,4.0,0.0,0.0,1.8,4.0,0.6,1.0,1.5,1.5,3.0,0.2,0.3,0.2,0.6,1.9,4.3
2397,Lawrence Funderburke,1998,2005,PF,318,7,4726,812,1606,2,17,810,1589,405,600,447,695,1142,183,94,100,225,360,2031,15.4,1.1,0.7,1.9,-1.8,-1.5,-3.3,-0.0,0.533,0.008,0.414,0.131,0.497,0.086,0.5,0.498,0.644,0.095,0.153,0.124,0.052,0.008,0.014,0.088,0.186,14.9,2.6,5.1,0.0,0.1,2.5,5.0,1.3,1.9,1.4,2.2,3.6,0.6,0.3,0.3,0.7,1.1,6.4
2398,Lawrence Moten,1996,1998,SG,119,21,1814,286,701,59,197,227,504,116,178,80,101,181,182,77,32,126,143,747,9.0,-0.2,0.2,0.0,-3.4,-3.5,-6.9,-0.3,0.429,0.207,0.279,-0.035,0.357,0.206,0.391,0.385,0.683,0.051,0.042,0.047,0.176,0.016,0.009,0.114,0.244,15.2,2.4,5.9,0.5,1.7,1.9,4.2,1.0,1.5,0.7,0.8,1.5,1.5,0.6,0.3,1.1,1.2,6.3
2399,Lawrence Roberts,2006,2007,PF,87,18,1150,114,252,0,4,114,248,106,154,127,183,310,35,44,15,41,163,334,13.6,0.8,0.4,1.2,-1.2,-0.2,-1.4,0.0,0.502,0.028,0.577,0.121,0.454,0.0,0.466,0.454,0.601,0.15,0.176,0.163,0.048,0.022,0.009,0.102,0.15,13.2,1.3,2.9,0.0,0.0,1.3,2.9,1.2,1.8,1.5,2.1,3.6,0.4,0.5,0.2,0.5,1.9,3.8
2400,Lazar Hayward,2011,2013,SF,72,0,591,70,202,21,78,49,124,46,60,25,65,90,35,17,8,28,65,207,8.4,-0.0,0.1,0.1,-3.3,-1.6,-4.8,-0.1,0.429,0.386,0.396,0.027,0.3,0.19,0.371,0.336,0.79,0.025,0.129,0.077,0.096,0.019,0.006,0.09,0.182,8.2,1.0,2.8,0.3,1.1,0.7,1.7,0.6,0.8,0.3,0.9,1.2,0.5,0.2,0.1,0.4,0.9,2.9
2401,Lazaro Borrell,2000,2000,SF,17,6,167,28,63,0,3,28,60,6,11,14,26,40,10,6,3,6,9,62,15.0,0.1,0.2,0.3,-2.8,-0.7,-3.5,-0.1,0.457,0.048,0.175,0.079,0.444,0.0,0.467,0.444,0.545,0.091,0.173,0.131,0.097,0.018,0.013,0.081,0.195,9.8,1.6,3.7,0.0,0.2,1.6,3.5,0.4,0.6,0.8,1.5,2.4,0.6,0.4,0.2,0.4,0.5,3.6
2402,LeBron James,2004,2017,SF,1061,1060,41272,10423,20803,1467,4295,8956,16508,6474,8752,1289,6418,7707,7461,1749,817,3619,1977,28787,27.7,10.3,4.4,14.7,7.3,1.9,9.2,8.3,0.586,0.206,0.419,0.241,0.504,0.342,0.546,0.539,0.739,0.038,0.18,0.11,0.352,0.022,0.016,0.129,0.316,38.9,9.8,19.6,1.4,4.0,8.4,15.6,6.1,8.2,1.2,6.0,7.3,7.0,1.6,0.8,3.4,1.9,27.1
2403,LeRon Ellis,1992,1996,C,91,2,857,110,254,0,0,110,254,57,93,87,133,220,29,25,37,35,105,277,7.9,0.1,0.3,0.4,-6.5,0.1,-6.5,-0.1,0.384,0.0,0.342,-0.023,0.35,,0.35,0.35,0.545,0.109,0.121,0.115,0.048,0.018,0.037,0.119,0.201,9.4,1.2,2.8,0.0,0.0,1.2,2.8,0.6,1.0,1.0,1.5,2.4,0.3,0.3,0.4,0.4,1.2,3.0
2404,Leandro Barbosa,2004,2017,SG,914,112,19768,3674,8046,1053,2726,2621,5320,1342,1635,352,1496,1848,1871,749,128,1155,1786,9743,14.3,1.6,0.9,2.4,0.5,-1.7,-1.2,0.5,0.543,0.32,0.202,0.085,0.449,0.374,0.485,0.51,0.813,0.022,0.084,0.054,0.146,0.019,0.005,0.118,0.223,21.6,4.0,8.8,1.2,3.0,2.9,5.8,1.5,1.8,0.4,1.6,2.0,2.0,0.8,0.1,1.3,2.0,10.7
2405,Ledell Eackles,1989,1998,SG,441,88,8917,1810,4071,137,408,1673,3663,1026,1338,362,617,979,740,249,31,600,794,4783,13.5,0.8,0.7,1.5,-0.9,-2.6,-3.5,-0.5,0.52,0.139,0.335,0.062,0.441,0.313,0.453,0.466,0.779,0.045,0.082,0.063,0.119,0.014,0.002,0.116,0.237,20.2,4.1,9.2,0.3,0.9,3.8,8.3,2.3,3.0,0.8,1.4,2.2,1.7,0.6,0.1,1.4,1.8,10.8
2406,Lee Johnson,1981,1981,PF,24,0,180,14,50,0,0,14,50,6,10,12,32,44,2,0,10,14,36,34,-0.8,-0.2,0.1,-0.1,-11.1,-2.1,-13.3,-0.1,0.217,0.0,0.139,-0.106,0.195,,0.195,0.195,0.6,0.052,0.215,0.131,0.01,0.0,0.022,0.141,0.133,7.5,0.6,2.1,0.0,0.0,0.6,2.1,0.2,0.4,0.5,1.3,1.8,0.1,0.0,0.4,0.6,1.5,1.4
2407,Lee Knorek,1950,1950,C,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,,-0.1,0.0,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2408,Lee Mayberry,1993,1999,PG,496,150,10337,950,2287,379,1006,571,1281,267,405,142,500,642,1767,352,43,591,865,2546,9.7,0.9,0.2,1.1,-1.9,-3.2,-5.2,-0.9,0.51,0.454,0.188,0.028,0.408,0.352,0.458,0.488,0.677,0.014,0.054,0.033,0.259,0.019,0.003,0.213,0.131,20.8,1.9,4.6,0.8,2.0,1.2,2.6,0.5,0.8,0.3,1.0,1.3,3.6,0.7,0.1,1.2,1.7,5.1
2409,Lee Nailon,2001,2006,PF,363,100,6600,1268,2693,1,12,1267,2681,426,540,443,636,1079,336,148,61,365,689,2963,13.6,0.5,0.5,1.0,-1.7,-2.4,-4.1,-0.2,0.501,0.005,0.221,0.063,0.461,0.083,0.464,0.462,0.802,0.088,0.112,0.1,0.092,0.011,0.007,0.106,0.221,18.2,3.5,7.4,0.0,0.0,3.5,7.4,1.2,1.5,1.2,1.8,3.0,0.9,0.4,0.2,1.0,1.9,8.2
2410,Lee Shaffer,1962,1964,SF,196,0,5488,1328,3160,0,0,1328,3160,635,818,0,0,1240,232,0,0,0,631,3291,13.9,1.1,1.7,2.7,,,,,0.458,,0.253,0.054,0.412,,0.412,0.412,0.774,,,,,,,,,28.0,6.8,16.1,0.0,0.0,6.8,16.1,3.2,4.2,0.0,0.0,6.3,1.2,0.0,0.0,0.0,3.2,16.8
2411,Lee Winfield,1970,1976,PG,403,0,7383,1191,2511,0,0,1191,2511,577,864,72,121,828,1003,68,41,0,682,2959,12.6,1.2,0.6,1.7,-2.8,-0.7,-3.5,-0.1,0.501,,0.339,0.068,0.462,,0.462,0.462,0.665,0.04,0.065,0.053,0.172,0.017,0.011,,,18.3,3.0,6.2,0.0,0.0,3.0,6.2,1.4,2.1,0.2,0.3,2.1,2.5,0.2,0.1,0.0,1.7,7.3
2412,Len Chappell,1963,1971,PF,858,0,15410,3196,7053,0,0,3196,7053,1747,2498,0,0,4585,620,0,0,0,1700,8139,13.9,1.1,0.5,1.6,,,,,0.477,,0.39,0.068,0.422,,0.422,0.422,0.694,,,0.121,0.061,,,,,18.0,3.7,8.2,0.0,0.0,3.7,8.2,2.0,2.9,0.0,0.0,5.3,0.7,0.0,0.0,0.0,2.0,9.5
2413,Len Elmore,1977,1984,PF,505,75,8384,929,2252,0,1,929,2251,469,656,713,1433,2146,459,379,405,522,1258,2327,10.4,-0.2,1.8,1.6,-3.4,2.1,-1.3,0.4,0.452,0.001,0.296,0.069,0.405,0.0,0.405,0.405,0.718,0.098,0.185,0.141,0.068,0.018,0.029,0.178,0.14,16.6,1.8,4.5,0.0,0.0,1.8,4.5,0.9,1.3,1.4,2.8,4.2,0.9,0.8,0.8,1.0,2.5,4.6
2414,Len Kosmalski,1975,1976,C,76,0,506,41,103,0,0,41,103,28,36,40,104,144,53,9,10,0,75,110,11.0,0.0,0.3,0.3,-3.4,0.8,-2.7,-0.1,0.452,,0.349,0.048,0.399,,0.399,0.399,0.7,0.088,0.2,0.143,0.151,0.011,0.015,,,6.7,0.5,1.4,0.0,0.0,0.5,1.4,0.4,0.5,0.5,1.4,1.9,0.7,0.1,0.1,0.0,1.0,1.4
2415,Lennie Rosenbluth,1958,1959,SF,82,0,578,134,410,0,0,134,410,74,113,0,0,145,29,0,0,0,59,342,11.6,-0.6,0.3,-0.4,,,,,0.364,,0.259,-0.075,0.32,,0.32,0.32,0.677,,,,,,,,,7.0,1.6,5.0,0.0,0.0,1.6,5.0,0.9,1.4,0.0,0.0,1.8,0.4,0.0,0.0,0.0,0.7,4.2
2416,Lenny Wilkens,1961,1975,PG,1077,0,38064,6189,14327,0,0,6189,14327,5394,6973,118,279,5030,7211,174,26,0,3285,17772,16.4,4.0,2.4,6.4,2.4,-0.8,1.6,1.8,0.507,,0.483,0.115,0.429,,0.429,0.429,0.769,0.034,0.079,0.055,0.282,0.024,0.004,,,35.3,5.7,13.3,0.0,0.0,5.7,13.3,5.0,6.5,0.1,0.3,4.7,6.7,0.2,0.0,0.0,3.1,16.5
2417,Leo Barnhorst,1950,1954,F-G,344,0,7279,1356,3689,0,0,1356,3689,520,782,0,0,1506,1116,0,0,0,1033,3232,16.0,0.6,2.9,3.6,,,,,0.396,,0.209,0.086,0.362,,0.362,0.362,0.677,,,,,,,,,21.2,3.9,10.7,0.0,0.0,3.9,10.7,1.5,2.3,0.0,0.0,4.4,3.2,0.0,0.0,0.0,3.0,9.4
2418,Leo Katkaveck,1950,1950,G,54,0,0,101,330,0,0,101,330,34,56,0,0,0,68,0,0,0,102,236,,-1.2,1.0,-0.2,,,,,0.333,,0.17,,0.306,,0.306,0.306,0.607,,,,,,,,,0.0,1.9,6.1,0.0,0.0,1.9,6.1,0.6,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.9,4.4
2419,Leo Klier,1950,1950,F-G,66,0,0,157,516,0,0,157,516,141,190,0,0,0,121,0,0,0,177,455,,0.1,2.9,3.0,,,,,0.379,,0.368,,0.304,,0.304,0.304,0.742,,,,,,,,,0.0,2.4,7.8,0.0,0.0,2.4,7.8,2.1,2.9,0.0,0.0,0.0,1.8,0.0,0.0,0.0,2.7,6.9
2420,Leo Kubiak,1950,1950,G,62,0,0,259,794,0,0,259,794,192,236,0,0,0,201,0,0,0,250,710,,1.3,-0.8,0.5,,,,,0.395,,0.297,,0.326,,0.326,0.326,0.814,,,,,,,,,0.0,4.2,12.8,0.0,0.0,4.2,12.8,3.1,3.8,0.0,0.0,0.0,3.2,0.0,0.0,0.0,4.0,11.5
2421,Leo Mogus,1950,1951,F-C,121,0,0,215,556,0,0,215,556,271,386,0,0,102,131,0,0,0,229,701,,3.0,1.5,4.6,,,,,0.466,,0.698,,0.374,,0.374,0.374,0.671,,,,,,,,,0.0,1.8,4.6,0.0,0.0,1.8,4.6,2.2,3.2,0.0,0.0,0.8,1.1,0.0,0.0,0.0,1.9,5.8
2422,Leo Rautins,1984,1985,SF,32,3,208,21,60,0,0,21,60,6,10,10,25,35,32,9,2,20,34,48,2.2,-0.2,0.2,-0.0,-7.1,-0.3,-7.4,-0.0,0.193,0.0,0.086,-0.075,0.181,,0.181,0.181,0.6,0.074,0.113,0.093,0.244,0.011,0.003,0.283,0.138,6.5,0.7,1.9,0.0,0.0,0.7,1.9,0.2,0.3,0.3,0.8,1.1,1.0,0.3,0.1,0.6,1.1,1.5
2423,Leon Benbow,1975,1976,SG,115,0,1838,254,645,0,0,254,645,120,158,79,135,214,183,73,17,0,227,628,10.9,-0.0,0.9,0.8,-2.6,-0.3,-2.9,-0.2,0.43,,0.223,0.039,0.385,,0.385,0.385,0.791,0.049,0.088,0.068,0.152,0.02,0.009,,,16.0,2.2,5.6,0.0,0.0,2.2,5.6,1.0,1.4,0.7,1.2,1.9,1.6,0.6,0.1,0.0,2.0,5.5
2424,Leon Blevins,1951,1951,G,2,0,0,1,4,0,0,1,4,0,1,0,0,2,1,0,0,0,3,2,,-0.1,0.0,0.0,,,,,0.225,,0.25,,0.25,,0.25,0.25,0.0,,,,,,,,,0.0,0.5,2.0,0.0,0.0,0.5,2.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.5,1.0
2425,Leon Douglas,1977,1983,C,456,17,10111,1386,2798,0,4,1386,2794,815,1355,1045,1909,2954,479,210,325,660,1631,3587,10.2,0.8,1.4,2.2,-2.1,0.2,-2.0,0.2,0.525,0.003,0.522,0.067,0.525,0.0,0.526,0.525,0.493,0.104,0.186,0.145,0.052,0.008,0.02,0.199,0.132,22.2,3.0,6.1,0.0,0.0,3.0,6.1,1.8,3.0,2.3,4.2,6.5,1.1,0.5,0.7,1.4,3.6,7.9
2426,Leon Powe,2007,2011,C,269,22,3648,549,1071,0,7,549,1064,544,811,404,570,974,85,79,86,201,547,1642,15.5,1.0,0.8,1.8,-2.1,-2.3,-4.4,-0.1,0.55,0.009,0.774,0.135,0.494,0.0,0.499,0.494,0.621,0.115,0.172,0.144,0.033,0.013,0.014,0.109,0.21,13.6,2.0,4.0,0.0,0.0,2.0,4.0,2.0,3.0,1.5,2.1,3.6,0.3,0.3,0.3,0.7,2.0,6.1
