,Player,enterYear,retireYear,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,OWS,DWS,WS,OBPM,DBPM,BPM,VORP,TS%,3PAr,FTr,WS/48,FG%,3P%,2P%,eFG%,FT%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,MP_PG,FG_PG,FGA_PG,3P_PG,3PA_PG,2P_PG,2PA_PG,FT_PG,FTA_PG,ORB_PG,DRB_PG,TRB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG
892,Darwin Cook,1981,1989,SG,678,147,15299,2697,5953,63,321,2634,5632,870,1134,458,957,1415,2375,1115,213,1210,1436,6327,13.3,0.3,2.1,2.4,-1.3,0.3,-1.0,0.6,0.488,0.059,0.179,0.066,0.452,0.189,0.468,0.458,0.781,0.032,0.073,0.052,0.202,0.033,0.008,0.153,0.2,22.6,4.0,8.8,0.1,0.5,3.9,8.3,1.3,1.7,0.7,1.4,2.1,3.5,1.6,0.3,1.8,2.1,9.3
893,Dave Batton,1983,1984,C,58,5,589,90,201,0,3,90,198,8,17,46,77,123,32,15,16,32,61,188,8.4,-0.2,0.4,0.4,-4.9,0.5,-4.4,-0.0,0.474,0.008,0.044,-0.003,0.473,0.0,0.476,0.473,0.471,0.062,0.124,0.094,0.097,0.007,0.032,0.205,0.171,10.2,1.6,3.5,0.0,0.1,1.6,3.4,0.1,0.3,0.8,1.3,2.1,0.6,0.3,0.3,0.6,1.1,3.2
894,Dave Bing,1967,1978,PG,901,0,32769,6962,15769,0,0,6962,15769,4403,5683,418,741,3420,5397,483,89,216,2615,18327,17.4,3.8,2.0,5.7,1.5,-1.1,0.4,1.7,0.501,,0.357,0.098,0.441,,0.441,0.441,0.779,0.034,0.059,0.047,0.242,0.017,0.003,0.168,0.221,36.4,7.7,17.5,0.0,0.0,7.7,17.5,4.9,6.3,0.5,0.8,3.8,6.0,0.5,0.1,0.2,2.9,20.3
895,Dave Britton,1981,1981,PG,2,0,9,2,3,0,0,2,3,0,0,0,2,2,3,1,0,2,2,4,18.0,0.0,0.0,0.0,-2.0,3.3,1.3,0.0,0.667,0.0,0.0,0.093,0.667,,0.667,0.667,,0.0,0.235,0.117,0.494,0.052,0.0,0.4,0.223,4.5,1.0,1.5,0.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,1.0,1.5,0.5,0.0,1.0,1.0,2.0
896,Dave Budd,1961,1965,SF,353,0,6389,962,2092,0,0,962,2092,581,852,0,0,1623,337,0,0,0,814,2505,12.5,1.7,0.6,2.3,,,,,0.504,,0.41,0.084,0.455,,0.455,0.455,0.687,,,,0.076,,,,,18.1,2.7,5.9,0.0,0.0,2.7,5.9,1.6,2.4,0.0,0.0,4.6,1.0,0.0,0.0,0.0,2.3,7.1
897,Dave Corzine,1979,1991,C,891,309,20772,3097,6401,10,53,3087,6348,1411,1889,1747,3515,5262,1477,369,848,1340,1935,7615,12.5,1.2,1.6,2.9,-1.9,0.5,-1.4,0.7,0.512,0.007,0.313,0.07,0.473,0.133,0.475,0.473,0.674,0.094,0.185,0.14,0.089,0.009,0.02,0.16,0.165,23.3,3.5,7.2,0.0,0.1,3.5,7.1,1.6,2.1,2.0,3.9,5.9,1.7,0.4,1.0,1.5,2.2,8.5
898,Dave Cowens,1971,1983,PF,766,89,29565,5744,12499,1,14,5743,12485,2027,2590,1574,5122,10444,2910,599,488,543,2920,13516,16.7,2.8,5.1,7.8,0.6,2.3,2.9,3.3,0.495,0.01,0.208,0.137,0.458,0.042,0.459,0.458,0.788,0.081,0.252,0.169,0.137,0.014,0.013,0.123,0.185,38.6,7.5,16.3,0.0,0.0,7.5,16.3,2.6,3.4,2.1,6.7,13.6,3.8,0.8,0.6,0.7,3.8,17.6
899,Dave DeBusschere,1963,1974,PF,951,0,34145,6228,14389,0,0,6228,14389,2838,4058,134,623,10506,2688,67,39,0,3091,15294,15.3,1.1,3.6,4.7,0.1,1.6,1.7,2.5,0.471,,0.285,0.086,0.431,,0.431,0.431,0.696,0.052,0.242,0.143,0.106,0.012,0.008,,,35.9,6.5,15.1,0.0,0.0,6.5,15.1,3.0,4.3,0.1,0.7,11.0,2.8,0.1,0.0,0.0,3.3,16.1
900,Dave Deutsch,1967,1967,G,19,0,93,6,36,0,0,6,36,9,20,0,0,21,15,0,0,0,17,21,2.4,-0.5,0.0,-0.5,,,,,0.234,,0.556,-0.24,0.167,,0.167,0.167,0.45,,,,0.186,,,,,4.9,0.3,1.9,0.0,0.0,0.3,1.9,0.5,1.1,0.0,0.0,1.1,0.8,0.0,0.0,0.0,0.9,1.1
901,Dave Fedor,1963,1963,F,7,0,27,3,10,0,0,3,10,0,1,0,0,6,1,0,0,0,4,6,2.2,-0.1,0.0,-0.1,,,,,0.287,,0.1,-0.128,0.3,,0.3,0.3,0.0,,,,,,,,,3.9,0.4,1.4,0.0,0.0,0.4,1.4,0.0,0.1,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.6,0.9
902,Dave Feitl,1987,1992,C,275,58,3001,471,1089,0,9,471,1080,250,333,241,574,815,125,46,46,234,439,1192,10.0,-0.3,0.6,0.3,-5.3,-2.0,-7.3,-0.7,0.476,0.008,0.298,0.025,0.424,0.0,0.428,0.424,0.774,0.092,0.212,0.151,0.053,0.007,0.01,0.159,0.207,10.9,1.7,4.0,0.0,0.0,1.7,3.9,0.9,1.2,0.9,2.1,3.0,0.5,0.2,0.2,0.9,1.6,4.3
903,Dave Gambee,1959,1970,SF,809,0,15591,3030,7173,0,0,3030,7173,2454,2986,0,0,4148,804,0,0,0,2339,8514,15.0,1.8,1.1,2.9,,,,,0.536,,0.387,0.129,0.463,,0.463,0.463,0.814,,,,0.077,,,,,19.3,3.7,8.9,0.0,0.0,3.7,8.9,3.0,3.7,0.0,0.0,5.1,1.0,0.0,0.0,0.0,2.9,10.5
904,Dave Greenwood,1980,1991,PF,890,436,24773,3418,7207,4,29,3414,7178,2054,2690,2061,4878,6939,1710,630,788,1565,2806,8894,12.6,1.5,2.0,3.5,-1.8,1.3,-0.5,1.0,0.521,0.004,0.409,0.087,0.465,0.064,0.467,0.465,0.74,0.095,0.221,0.158,0.09,0.012,0.019,0.167,0.157,27.8,3.8,8.1,0.0,0.0,3.8,8.1,2.3,3.0,2.3,5.5,7.8,1.9,0.7,0.9,1.8,3.2,10.0
905,Dave Gunther,1963,1963,F,1,0,5,1,2,0,0,1,2,0,0,0,0,3,3,0,0,0,1,2,31.6,0.0,0.0,0.0,,,,,0.5,,0.0,0.204,0.5,,0.5,0.5,,,,,,,,,,5.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0
906,Dave Henderson,1988,1988,SG,22,1,351,47,116,0,1,47,115,32,47,11,24,35,34,12,5,40,41,126,6.7,-0.6,0.2,-0.4,-5.3,-1.4,-6.8,-0.4,0.461,0.009,0.405,-0.058,0.405,0.0,0.409,0.405,0.681,0.036,0.08,0.058,0.144,0.017,0.009,0.226,0.213,16.0,2.1,5.3,0.0,0.0,2.1,5.2,1.5,2.1,0.5,1.1,1.6,1.5,0.5,0.2,1.8,1.9,5.7
907,Dave Hoppen,1988,1993,C,238,54,3198,434,856,1,8,433,848,254,329,296,564,860,135,59,36,188,505,1123,9.8,0.3,0.2,0.4,-3.6,-2.6,-6.1,-0.1,0.526,0.018,0.683,0.053,0.514,0.083,0.523,0.514,0.696,0.108,0.192,0.149,0.046,0.007,0.003,0.145,0.159,13.4,1.8,3.6,0.0,0.0,1.8,3.6,1.1,1.4,1.2,2.4,3.6,0.6,0.2,0.2,0.8,2.1,4.7
908,Dave Jamerson,1991,1994,SG,95,0,608,122,318,13,47,109,271,51,60,31,50,81,62,23,1,46,63,308,0.6,-0.1,0.1,0.0,-12.9,-4.2,-17.1,-0.1,0.267,0.063,0.342,-0.209,0.159,0.274,0.168,0.168,0.782,0.023,0.218,0.12,0.113,0.007,0.001,0.099,0.28,6.4,1.3,3.3,0.1,0.5,1.1,2.9,0.5,0.6,0.3,0.5,0.9,0.7,0.2,0.0,0.5,0.7,3.2
909,Dave Johnson,1993,1994,SG,59,0,475,74,203,3,15,71,188,53,80,27,37,64,17,12,1,37,30,204,7.0,-0.4,0.2,-0.2,-6.8,-3.2,-10.0,-0.4,0.41,0.057,0.393,-0.048,0.349,0.107,0.361,0.354,0.649,0.071,0.082,0.076,0.052,0.015,0.001,0.132,0.252,8.1,1.3,3.4,0.1,0.3,1.2,3.2,0.9,1.4,0.5,0.6,1.1,0.3,0.2,0.0,0.6,0.5,3.5
910,Dave Lattin,1968,1969,PF,112,0,1244,187,468,0,0,187,468,132,205,0,0,427,62,0,0,0,257,506,10.0,-0.0,0.4,0.4,,,,,0.44,,0.397,0.029,0.386,,0.386,0.386,0.665,,,,0.068,,,,,11.1,1.7,4.2,0.0,0.0,1.7,4.2,1.2,1.8,0.0,0.0,3.8,0.6,0.0,0.0,0.0,2.3,4.5
911,Dave Magley,1983,1983,SF,14,0,56,4,16,0,1,4,15,4,8,2,8,10,2,2,0,2,5,12,3.9,-0.1,0.0,-0.1,-7.6,-1.4,-8.9,-0.1,0.307,0.063,0.5,-0.066,0.25,0.0,0.267,0.25,0.5,0.04,0.167,0.102,0.048,0.018,0.0,0.093,0.161,4.0,0.3,1.1,0.0,0.1,0.3,1.1,0.3,0.6,0.1,0.6,0.7,0.1,0.1,0.0,0.1,0.4,0.9
912,Dave Meyers,1976,1980,PF,281,0,7471,1208,2623,1,5,1207,2618,732,1083,527,1244,1771,652,272,143,395,755,3149,14.0,1.4,2.0,3.4,-0.8,0.4,-0.4,0.8,0.505,0.006,0.426,0.084,0.457,0.2,0.457,0.457,0.665,0.079,0.177,0.128,0.109,0.017,0.01,0.161,0.206,26.6,4.3,9.3,0.0,0.0,4.3,9.3,2.6,3.9,1.9,4.4,6.3,2.3,1.0,0.5,1.4,2.7,11.2
913,Dave Minor,1952,1953,PG,175,0,4778,493,1362,0,0,493,1362,297,396,0,0,779,416,0,0,0,583,1283,11.3,0.4,1.2,1.6,,,,,0.418,,0.292,0.053,0.362,,0.362,0.362,0.753,,,,,,,,,27.3,2.8,7.8,0.0,0.0,2.8,7.8,1.7,2.3,0.0,0.0,4.5,2.4,0.0,0.0,0.0,3.3,7.3
914,Dave Newmark,1969,1970,C,145,0,1771,312,771,0,0,312,771,145,216,0,0,521,100,0,0,0,333,769,12.0,-0.4,1.0,0.6,,,,,0.45,,0.276,0.034,0.409,,0.409,0.409,0.693,,,,0.082,,,,,12.2,2.2,5.3,0.0,0.0,2.2,5.3,1.0,1.5,0.0,0.0,3.6,0.7,0.0,0.0,0.0,2.3,5.3
915,Dave Piontek,1957,1963,SF,490,0,9456,1486,3782,0,0,1486,3782,696,1071,0,0,2231,596,0,0,0,1046,3668,10.9,0.2,0.7,0.9,,,,,0.432,,0.283,0.04,0.398,,0.398,0.398,0.631,,,,,,,,,19.3,3.0,7.7,0.0,0.0,3.0,7.7,1.4,2.2,0.0,0.0,4.6,1.2,0.0,0.0,0.0,2.1,7.5
916,Dave Popson,1989,1992,PF,58,0,302,48,119,0,1,48,118,14,20,33,40,73,21,5,9,30,51,110,7.3,-0.1,0.0,-0.1,-5.6,-1.5,-7.1,-0.1,0.424,0.029,0.182,-0.051,0.402,0.0,0.416,0.402,0.58,0.123,0.14,0.132,0.102,0.012,0.018,0.212,0.213,5.2,0.8,2.1,0.0,0.0,0.8,2.0,0.2,0.3,0.6,0.7,1.3,0.4,0.1,0.2,0.5,0.9,1.9
917,Dave Robisch,1977,1984,C,701,0,14289,2236,4976,0,4,2236,4972,1360,1677,1070,2459,3529,1094,299,258,581,1256,5832,11.8,1.3,0.7,2.0,-1.8,-1.0,-2.7,0.2,0.484,0.001,0.321,0.073,0.422,0.0,0.423,0.422,0.812,0.067,0.174,0.12,0.094,0.008,0.008,0.109,0.158,20.4,3.2,7.1,0.0,0.0,3.2,7.1,1.9,2.4,1.5,3.5,5.0,1.6,0.4,0.4,0.8,1.8,8.3
918,Dave Schellhase,1967,1968,PG,73,0,513,87,249,0,0,87,249,34,60,0,0,76,60,0,0,0,70,208,8.6,-0.6,0.2,-0.3,,,,,0.379,,0.237,-0.058,0.351,,0.351,0.351,0.581,,,,0.16,,,,,7.0,1.2,3.4,0.0,0.0,1.2,3.4,0.5,0.8,0.0,0.0,1.0,0.8,0.0,0.0,0.0,1.0,2.8
919,Dave Scholz,1970,1970,F,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,67.6,0.0,0.0,0.0,,,,,1.0,,0.0,1.316,1.0,,1.0,1.0,,,,,0.0,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
920,Dave Sorenson,1971,1973,PF,271,0,4612,814,1855,0,0,814,1855,418,545,0,0,1207,316,0,0,0,515,2046,12.0,0.6,0.6,1.2,,,,,0.448,,0.289,0.025,0.403,,0.403,0.403,0.699,,,0.127,0.083,,,,,17.0,3.0,6.8,0.0,0.0,3.0,6.8,1.5,2.0,0.0,0.0,4.5,1.2,0.0,0.0,0.0,1.9,7.5
921,Dave Stallworth,1966,1975,SF,600,0,12534,2219,5074,0,0,2219,5074,1246,1683,58,87,2886,1030,31,7,0,1476,5684,13.3,0.9,1.4,2.3,-4.7,0.9,-3.8,0.0,0.462,,0.298,0.076,0.412,,0.412,0.412,0.769,0.107,0.207,0.112,0.106,0.026,0.016,,,20.9,3.7,8.5,0.0,0.0,3.7,8.5,2.1,2.8,0.1,0.1,4.8,1.7,0.1,0.0,0.0,2.5,9.5
922,Dave Twardzik,1977,1980,PG,280,0,6921,891,1614,4,7,887,1607,880,1069,202,409,611,940,396,24,416,748,2666,14.8,3.6,1.8,5.4,1.4,-0.1,1.2,1.5,0.638,0.018,0.664,0.15,0.55,0.571,0.55,0.552,0.82,0.031,0.063,0.047,0.178,0.026,0.002,0.214,0.157,24.7,3.2,5.8,0.0,0.0,3.2,5.7,3.1,3.8,0.7,1.5,2.2,3.4,1.4,0.1,1.5,2.7,9.5
923,Dave Wohl,1972,1978,PG,606,0,12116,1506,3496,0,0,1506,3496,762,1021,90,336,794,2101,334,26,16,1505,3774,10.3,0.2,0.5,0.7,-2.7,-2.4,-5.1,-0.4,0.474,,0.303,0.02,0.421,,0.421,0.421,0.774,0.014,0.051,0.032,0.232,0.02,0.002,0.289,0.173,20.0,2.5,5.8,0.0,0.0,2.5,5.8,1.3,1.7,0.1,0.6,1.3,3.5,0.6,0.0,0.0,2.5,6.2
924,Dave Zeller,1962,1962,PG,61,0,278,36,102,0,0,36,102,18,24,0,0,27,58,0,0,0,37,90,9.1,-0.2,0.1,-0.1,,,,,0.4,,0.235,-0.01,0.353,,0.353,0.353,0.75,,,,,,,,,4.6,0.6,1.7,0.0,0.0,0.6,1.7,0.3,0.4,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.6,1.5
925,David Andersen,2010,2011,PF,143,0,1637,259,582,43,124,216,458,74,111,94,282,376,70,25,30,81,199,635,11.4,0.0,0.4,0.5,-3.4,-1.4,-4.8,-0.2,0.513,0.202,0.183,0.044,0.457,0.345,0.487,0.492,0.698,0.065,0.209,0.135,0.064,0.008,0.017,0.13,0.192,11.4,1.8,4.1,0.3,0.9,1.5,3.2,0.5,0.8,0.7,2.0,2.6,0.5,0.2,0.2,0.6,1.4,4.4
926,David Benoit,1992,2001,SF,569,179,10437,1487,3459,266,831,1221,2628,635,796,636,1550,2186,312,251,266,476,1178,3875,11.5,0.7,1.4,2.0,-1.8,-0.9,-2.7,0.0,0.502,0.245,0.228,0.08,0.423,0.306,0.453,0.462,0.801,0.072,0.17,0.121,0.047,0.013,0.017,0.112,0.189,18.3,2.6,6.1,0.5,1.5,2.1,4.6,1.1,1.4,1.1,2.7,3.8,0.5,0.4,0.5,0.8,2.1,6.8
927,David Burns,1982,1982,PG,18,2,174,14,32,0,0,14,32,18,30,2,8,10,30,6,0,26,34,46,3.3,-0.1,0.0,-0.1,-6.7,-2.7,-9.5,-0.1,0.501,0.0,0.985,-0.074,0.431,,0.431,0.431,0.589,0.011,0.052,0.031,0.188,0.015,0.0,0.37,0.157,9.7,0.8,1.8,0.0,0.0,0.8,1.8,1.0,1.7,0.1,0.4,0.6,1.7,0.3,0.0,1.4,1.9,2.6
928,David Cooke,1986,1986,PF,6,0,38,2,11,0,0,2,11,5,10,5,5,10,1,4,0,2,5,9,6.7,-0.1,0.1,0.0,-6.0,0.4,-5.6,0.0,0.292,0.0,0.909,-0.043,0.182,,0.182,0.182,0.5,0.15,0.148,0.149,0.031,0.05,0.0,0.115,0.185,6.3,0.3,1.8,0.0,0.0,0.3,1.8,0.8,1.7,0.8,0.8,1.7,0.2,0.7,0.0,0.3,0.8,1.5
929,David Harrison,2005,2008,C,189,33,2686,374,706,0,0,374,706,201,383,184,365,549,47,64,185,216,538,949,10.1,-0.3,1.0,0.8,-5.5,1.6,-4.0,-0.2,0.543,0.0,0.508,0.037,0.531,,0.531,0.531,0.523,0.073,0.161,0.117,0.035,0.013,0.052,0.215,0.191,14.2,2.0,3.7,0.0,0.0,2.0,3.7,1.1,2.0,1.0,1.9,2.9,0.2,0.3,1.0,1.1,2.8,5.0
930,David Lee,2006,2017,PF,884,510,25196,4765,8901,1,30,4764,8871,2128,2759,2250,5374,7624,1909,647,357,1520,2284,11659,19.0,3.7,2.0,5.6,0.5,1.1,1.6,1.7,0.582,0.003,0.325,0.154,0.544,0.033,0.545,0.544,0.755,0.106,0.237,0.172,0.128,0.013,0.014,0.136,0.202,28.5,5.4,10.1,0.0,0.0,5.4,10.0,2.4,3.1,2.5,6.1,8.6,2.2,0.7,0.4,1.7,2.6,13.2
931,David Noel,2007,2007,PF,68,0,792,65,177,17,53,48,124,37,43,42,81,123,65,25,9,40,77,184,9.0,0.1,0.3,0.4,-2.6,-0.8,-3.4,-0.3,0.47,0.299,0.243,0.024,0.367,0.321,0.387,0.415,0.86,0.062,0.122,0.091,0.117,0.016,0.009,0.17,0.134,11.6,1.0,2.6,0.2,0.8,0.7,1.8,0.5,0.6,0.6,1.2,1.8,1.0,0.4,0.1,0.6,1.1,2.7
932,David Nwaba,2017,2017,SG,20,2,397,47,81,1,5,46,76,25,39,16,46,62,14,13,7,11,36,120,12.1,0.6,0.2,0.7,-1.7,-0.3,-2.0,0.0,0.611,0.062,0.481,0.09,0.58,0.2,0.605,0.586,0.641,0.043,0.131,0.085,0.05,0.016,0.014,0.101,0.118,19.9,2.4,4.0,0.1,0.2,2.3,3.8,1.2,1.9,0.8,2.3,3.1,0.7,0.7,0.3,0.6,1.8,6.0
933,David Pope,1985,1986,SF,33,0,203,26,73,1,2,25,71,9,17,15,14,29,9,5,4,9,41,62,5.6,-0.1,0.0,-0.0,-4.2,-1.6,-5.9,-0.1,0.416,0.035,0.223,-0.003,0.386,0.5,0.374,0.398,0.519,0.087,0.081,0.084,0.062,0.012,0.011,0.096,0.168,6.2,0.8,2.2,0.0,0.1,0.8,2.2,0.3,0.5,0.5,0.4,0.9,0.3,0.2,0.1,0.3,1.2,1.9
934,David Rivers,1989,1992,PG,114,11,1286,139,349,1,12,138,337,104,131,53,94,147,282,61,10,166,117,383,9.1,-0.5,0.4,-0.1,-4.5,-0.4,-4.9,-0.4,0.46,0.036,0.369,-0.015,0.38,0.056,0.392,0.382,0.833,0.058,0.08,0.069,0.275,0.025,0.006,0.302,0.185,11.3,1.2,3.1,0.0,0.1,1.2,3.0,0.9,1.1,0.5,0.8,1.3,2.5,0.5,0.1,1.5,1.0,3.4
935,David Robinson,1990,2003,C,987,985,34271,7365,14221,25,100,7340,14121,6035,8201,3083,7414,10497,2441,1388,2954,2417,2835,20790,26.1,7.0,5.7,12.8,2.8,3.9,6.7,5.8,0.576,0.005,0.587,0.246,0.513,0.152,0.515,0.514,0.723,0.11,0.236,0.176,0.12,0.021,0.055,0.118,0.261,34.7,7.5,14.4,0.0,0.1,7.4,14.3,6.1,8.3,3.1,7.5,10.6,2.5,1.4,3.0,2.4,2.9,21.1
936,David Stockton,2015,2015,PG,3,0,33,2,6,1,2,1,4,3,6,0,2,2,9,2,0,4,1,8,10.8,0.0,0.0,0.0,-4.4,-4.0,-8.4,-0.1,0.463,0.333,1.0,-0.014,0.333,0.5,0.25,0.417,0.5,0.0,0.066,0.034,0.391,0.031,0.0,0.316,0.169,11.0,0.7,2.0,0.3,0.7,0.3,1.3,1.0,2.0,0.0,0.7,0.7,3.0,0.7,0.0,1.3,0.3,2.7
937,David Thirdkill,1983,1987,SF,197,8,1652,209,452,1,12,208,440,142,251,89,137,226,88,52,16,119,248,561,8.0,-0.1,0.2,0.2,-3.2,-1.4,-4.6,-0.1,0.527,0.022,0.547,0.047,0.503,0.024,0.513,0.504,0.546,0.065,0.08,0.073,0.048,0.013,0.006,0.161,0.149,8.4,1.1,2.3,0.0,0.1,1.1,2.2,0.7,1.3,0.5,0.7,1.1,0.4,0.3,0.1,0.6,1.3,2.8
938,David Thompson,1977,1984,SG,509,69,16305,4213,8365,23,83,4190,8282,2815,3616,737,1184,1921,1631,459,407,1129,1287,11264,19.4,5.1,1.3,6.3,2.3,-2.0,0.3,1.6,0.569,0.019,0.448,0.14,0.502,0.222,0.505,0.504,0.787,0.049,0.078,0.064,0.14,0.013,0.014,0.126,0.267,32.0,8.3,16.4,0.0,0.2,8.2,16.3,5.5,7.1,1.4,2.3,3.8,3.2,0.9,0.8,2.2,2.5,22.1
939,David Vanterpool,2001,2001,PG,22,0,411,46,110,0,6,46,104,30,50,15,22,37,66,23,3,37,44,122,10.9,-0.2,0.2,0.0,-2.2,-1.4,-3.6,-0.2,0.462,0.055,0.455,0.0,0.418,0.0,0.442,0.418,0.6,0.042,0.064,0.053,0.264,0.029,0.005,0.219,0.183,18.7,2.1,5.0,0.0,0.3,2.1,4.7,1.4,2.3,0.7,1.0,1.7,3.0,1.0,0.1,1.7,2.0,5.5
940,David Vaughn,1996,1999,PF,158,10,1645,203,472,0,3,203,469,97,152,187,326,513,56,46,58,138,299,503,12.5,-0.2,0.3,0.1,-4.3,-1.0,-5.3,-0.2,0.526,0.004,0.85,0.079,0.534,0.0,0.535,0.534,0.634,0.109,0.224,0.165,0.041,0.012,0.026,0.184,0.18,10.4,1.3,3.0,0.0,0.0,1.3,3.0,0.6,1.0,1.2,2.1,3.2,0.4,0.3,0.4,0.9,1.9,3.2
941,David Wear,2015,2015,PF,2,0,7,0,2,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0,2.4,0.0,0.0,0.0,-0.3,-2.7,-3.0,0.0,0.0,0.5,0.0,-0.11,0.0,0.0,0.0,0.0,,0.336,0.0,0.162,0.188,0.0,0.0,0.0,0.126,3.5,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
942,David Wesley,1994,2007,SG,1029,875,33046,4582,10863,1241,3366,3341,7497,2385,3016,564,2069,2633,4424,1376,170,1921,2525,12790,13.4,2.4,1.8,4.2,0.6,-0.8,-0.2,1.1,0.516,0.331,0.286,0.089,0.409,0.355,0.435,0.468,0.793,0.019,0.076,0.047,0.226,0.022,0.004,0.144,0.189,32.1,4.5,10.6,1.2,3.3,3.2,7.3,2.3,2.9,0.5,2.0,2.6,4.3,1.3,0.2,1.9,2.5,12.4
943,David West,2004,2017,C,961,742,28145,5487,11141,54,207,5433,10934,2511,3069,1720,4632,6352,2135,717,775,1580,2288,13539,17.8,3.0,2.8,5.9,-0.3,1.5,1.2,1.8,0.538,0.02,0.272,0.136,0.492,0.261,0.496,0.495,0.795,0.074,0.192,0.133,0.136,0.014,0.023,0.124,0.22,29.3,5.7,11.6,0.1,0.2,5.7,11.4,2.6,3.2,1.8,4.8,6.6,2.2,0.7,0.8,1.6,2.4,14.1
944,David Wingate,1987,2001,SG,740,218,13243,1690,3798,79,290,1611,3508,707,958,445,975,1420,1376,597,122,853,1249,4166,10.0,-0.0,0.8,0.8,-2.7,-1.0,-3.7,-0.1,0.498,0.074,0.196,0.048,0.458,0.242,0.47,0.469,0.73,0.035,0.075,0.055,0.168,0.019,0.008,0.169,0.159,17.9,2.3,5.1,0.1,0.4,2.2,4.7,1.0,1.3,0.6,1.3,1.9,1.9,0.8,0.2,1.2,1.7,5.6
945,David Wood,1989,1997,PF,474,31,6323,642,1437,131,390,511,1047,395,505,439,719,1158,325,183,86,260,1083,1810,7.7,0.7,0.5,1.1,-2.4,-0.3,-2.7,0.1,0.533,0.25,0.384,0.067,0.428,0.331,0.477,0.47,0.801,0.063,0.111,0.086,0.065,0.013,0.008,0.142,0.108,13.3,1.4,3.0,0.3,0.8,1.1,2.2,0.8,1.1,0.9,1.5,2.4,0.7,0.4,0.2,0.5,2.3,3.8
946,Davis Bertans,2017,2017,PF,67,6,808,103,234,69,173,34,61,28,34,22,77,99,46,20,28,32,75,303,12.9,1.1,1.2,2.3,1.2,0.5,1.7,0.8,0.609,0.739,0.145,0.135,0.44,0.399,0.557,0.588,0.824,0.032,0.106,0.069,0.083,0.013,0.028,0.114,0.157,12.1,1.5,3.5,1.0,2.6,0.5,0.9,0.4,0.5,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5
947,DeAndre Jordan,2009,2017,C,673,561,18621,2487,3674,1,11,2486,3663,1176,2733,2105,4712,6817,440,410,1207,846,1812,6151,17.4,3.9,3.5,7.4,-1.1,2.3,1.2,2.2,0.623,0.003,0.714,0.155,0.667,0.042,0.669,0.667,0.429,0.128,0.272,0.2,0.033,0.011,0.052,0.156,0.139,27.7,3.7,5.5,0.0,0.0,3.7,5.4,1.7,4.1,3.1,7.0,10.1,0.7,0.6,1.8,1.3,2.7,9.1
948,DeAndre Liggins,2012,2017,SG,181,39,1960,144,357,41,115,103,242,68,117,60,225,285,128,118,31,108,201,397,30.0,-0.1,0.4,0.3,5.3,-3.3,2.0,0.0,0.586,0.231,0.366,0.411,0.533,0.223,0.575,0.566,0.578,0.217,0.113,0.187,0.055,0.027,0.006,0.143,0.189,10.8,0.8,2.0,0.2,0.6,0.6,1.3,0.4,0.6,0.3,1.2,1.6,0.7,0.7,0.2,0.6,1.1,2.2
949,DeAndre' Bembry,2017,2017,SF,38,1,371,47,98,1,18,46,80,6,16,14,45,59,28,8,5,16,21,101,8.8,-0.1,0.4,0.3,-4.4,0.1,-4.3,-0.2,0.481,0.184,0.163,0.038,0.48,0.056,0.575,0.485,0.375,0.042,0.131,0.087,0.115,0.011,0.012,0.132,0.142,9.8,1.2,2.6,0.0,0.5,1.2,2.1,0.2,0.4,0.4,1.2,1.6,0.7,0.2,0.1,0.4,0.6,2.7
950,DeJuan Blair,2010,2016,C,424,179,7054,1242,2371,0,9,1242,2362,381,627,810,1343,2153,349,316,127,471,1003,2865,13.9,1.1,1.6,2.7,-2.3,0.8,-1.5,0.6,0.517,0.005,0.237,0.1,0.502,0.0,0.505,0.502,0.591,0.125,0.216,0.171,0.072,0.022,0.011,0.156,0.196,16.6,2.9,5.6,0.0,0.0,2.9,5.6,0.9,1.5,1.9,3.2,5.1,0.8,0.7,0.3,1.1,2.4,6.8
